target,Year,number,IF,PF,IF_proportion
anorexic,1987,plural,1.7245428398807555e-10,1.930600219373397e-09,0.08200181389137975
anorexic,1987,singular,7.42170313301165e-10,1.098763841816159e-09,0.40314875534147826
anorexic,1988,plural,1.7639540324441783e-10,2.1495068265003123e-09,0.07583956066105899
anorexic,1988,singular,7.876282681618108e-10,1.292039967079209e-09,0.3787278445739832
anorexic,1989,plural,1.7280092931956252e-10,2.464639302170367e-09,0.0655184247424423
anorexic,1989,singular,7.746881509301012e-10,1.5991848004556379e-09,0.3263393478904926
anorexic,1990,plural,2.8050140484157735e-10,2.748435399903469e-09,0.09260721597167422
anorexic,1990,singular,8.063582301875981e-10,1.772182955939172e-09,0.31271877080188504
anorexic,1991,plural,2.6907964844375647e-10,2.989647704002404e-09,0.0825720041419765
anorexic,1991,singular,8.434882633626524e-10,1.868234027797249e-09,0.311052597868295
anorexic,1992,plural,3.2716310315634393e-10,3.401274785628873e-09,0.08774803628630079
anorexic,1992,singular,7.889725380952735e-10,2.022843035933062e-09,0.2805918515363208
anorexic,1993,plural,3.3241623144584867e-10,3.961842124208406e-09,0.07740946256951584
anorexic,1993,singular,7.569836582962554e-10,2.196193147975732e-09,0.2563285939021889
anorexic,1994,plural,3.626956393950767e-10,4.622263302270621e-09,0.07275799934149184
anorexic,1994,singular,7.547703731855141e-10,2.3131164602777486e-09,0.24602288616150558
anorexic,1995,plural,4.209856173981968e-10,5.325215284608069e-09,0.07326329597198927
anorexic,1995,singular,8.545905649803841e-10,2.2725839940055235e-09,0.27327881730321896
anorexic,1996,plural,5.393928617250916e-10,6.465544607639881e-09,0.07700180966411822
anorexic,1996,singular,9.387282697202538e-10,2.3510183641154268e-09,0.28534971662110753
anorexic,1997,plural,4.864604651639531e-10,7.592453269264103e-09,0.06021359815873711
anorexic,1997,singular,9.720335013087475e-10,2.6602952539280166e-09,0.2676061465822325
anorexic,1998,plural,5.369486343648992e-10,8.323066109332851e-09,0.06060358248803571
anorexic,1998,singular,1.0314938427212282e-09,2.919899813999141e-09,0.2610455784295006
anorexic,1999,plural,5.098443393660087e-10,8.777208610715498e-09,0.05489839910534096
anorexic,1999,singular,1.1617516948447815e-09,2.9658676149933532e-09,0.2814580530902545
anorexic,2000,plural,6.101245302631801e-10,9.906513641157388e-09,0.05801516799553118
anorexic,2000,singular,1.2699459499871627e-09,3.2964034042087013e-09,0.2781096783189075
anorexic,2001,plural,5.978685760751493e-10,1.1551952791169893e-08,0.04920801368215632
anorexic,2001,singular,1.334358195365886e-09,3.8007553612321286e-09,0.2598497931270465
anorexic,2002,plural,5.935581906931932e-10,1.3238627083467236e-08,0.04291138232525015
anorexic,2002,singular,1.3803292477275263e-09,4.513179734695021e-09,0.234211783140464
anorexic,2003,plural,5.073967595287902e-10,1.3799751183033291e-08,0.035464563696817906
anorexic,2003,singular,1.4083444886482862e-09,4.7414721038308025e-09,0.22900593334289343
anorexic,2004,plural,5.680280531653434e-10,1.4430835447244914e-08,0.03787140626686858
anorexic,2004,singular,1.466688167742599e-09,5.135261168679303e-09,0.22215986415574476
anorexic,2005,plural,6.220200148605263e-10,1.528119827501736e-08,0.039112838893523266
anorexic,2005,singular,1.534373295086766e-09,5.367945516659185e-09,0.22229823584440372
anorexic,2006,plural,7.223106002207658e-10,1.7608063197980883e-08,0.0394051211487913
anorexic,2006,singular,1.4591330366187092e-09,6.649831161910567e-09,0.1799407422323251
anorexic,2007,plural,7.671233013896636e-10,1.8951845680094592e-08,0.038902809883720496
anorexic,2007,singular,1.490917817774979e-09,7.137217737453381e-09,0.17279721768760725
anorexic,2008,plural,7.689339442951136e-10,1.985523884988944e-08,0.03728314109703017
anorexic,2008,singular,1.6277721075803291e-09,7.254043334268902e-09,0.18327020171018327
anorexic,2009,plural,8.122308579684908e-10,2.0328601405391773e-08,0.03842000389815256
anorexic,2009,singular,1.5382474341915244e-09,7.008601191468447e-09,0.17997831733830946
anorexic,2010,plural,9.159275798127047e-10,2.1866996467524916e-08,0.04020237164946958
anorexic,2010,singular,1.530416698131936e-09,7.090831033451651e-09,0.1775168450994996
anorexic,2011,plural,9.019460495934036e-10,2.2051060025570938e-08,0.039295334416755506
anorexic,2011,singular,1.5714098435180647e-09,6.601470291047105e-09,0.19227124558846478
anorexic,2012,plural,8.51295771970533e-10,2.2981270220157057e-08,0.03571985376025957
anorexic,2012,singular,1.7096121978405724e-09,6.635057899931748e-09,0.2048747497276097
anorexic,2013,plural,8.164649036222572e-10,2.339957205776955e-08,0.03371587617428757
anorexic,2013,singular,1.914044922557423e-09,5.706418575763499e-09,0.25117171980144776
anorexic,2014,plural,7.517664506779502e-10,2.1729719230328167e-08,0.033439358116491985
anorexic,2014,singular,1.872178459879795e-09,5.05315652813262e-09,0.27033760289148323
anorexic,2015,plural,7.943032660178467e-10,2.0297366708023545e-08,0.03765957209625585
anorexic,2015,singular,1.7402258523091516e-09,4.568497929164599e-09,0.2758443565748611
anorexic,2016,plural,7.59242073972948e-10,1.8765956661630822e-08,0.03888524179723133
anorexic,2016,singular,1.772838209568306e-09,4.151538446350855e-09,0.299244682188974
anorexic,2017,plural,6.902588963371887e-10,1.7547263198025576e-08,0.03784828293919098
anorexic,2017,singular,1.813675968668586e-09,3.892995296498706e-09,0.3178167944838536
anorexic,2018,plural,6.863256962752473e-10,1.7443073829781496e-08,0.03785705617490616
anorexic,2018,singular,1.768976010119161e-09,3.943666504468979e-09,0.30965984754022324
anorexic,2019,plural,6.980425820701797e-10,1.6524058121802913e-08,0.04053179075379557
anorexic,2019,singular,1.571761859553433e-09,3.583939089946142e-09,0.30485900461429827
anxious,1980,plural,1.6864789311097994e-08,8.551142016699487e-10,0.951742728110579
anxious,1980,singular,1.513863815258024e-08,3.8658214922866156e-10,0.9750997318096917
anxious,1981,plural,1.6955245588487093e-08,9.246820372891103e-10,0.9482837930531629
anxious,1981,singular,1.4848346044768085e-08,3.3510860951237367e-10,0.9779293568464735
anxious,1982,plural,1.8095656528771545e-08,9.438579362530675e-10,0.950426365231796
anxious,1982,singular,1.5238895859478622e-08,3.3972808494946756e-10,0.9781926769552085
anxious,1983,plural,1.9135118886229715e-08,1.0096419652708526e-09,0.9498806675982134
anxious,1983,singular,1.6234993920655986e-08,3.05680586002285e-10,0.9815194606556561
anxious,1984,plural,1.946863165918395e-08,1.0949790042934028e-09,0.9467516175922269
anxious,1984,singular,1.5833261305228267e-08,2.541430339984631e-10,0.9842023592719198
anxious,1985,plural,2.005507556849092e-08,1.375083467726666e-09,0.935834192112026
anxious,1985,singular,1.6156015699867306e-08,3.0923807165755026e-10,0.9812187485265275
anxious,1986,plural,1.9719770197720472e-08,1.5591763673812003e-09,0.9267268065826947
anxious,1986,singular,1.543849619573783e-08,2.9623378750009977e-10,0.9811732525556095
anxious,1987,plural,1.8910899259237468e-08,1.7817441331859282e-09,0.9138948031241715
anxious,1987,singular,1.5011722531710348e-08,2.948757349408026e-10,0.9807353841915839
anxious,1988,plural,1.8967763233084563e-08,2.036006173179926e-09,0.903064724535936
anxious,1988,singular,1.4721782269435022e-08,3.1217802152840227e-10,0.9792351439350252
anxious,1989,plural,1.832172052169361e-08,2.553736920342585e-09,0.8776679779385235
anxious,1989,singular,1.3959330453466072e-08,3.8155273385243044e-10,0.9733940560794865
anxious,1990,plural,1.7217783262627303e-08,2.7829270316764062e-09,0.8608585899837269
anxious,1990,singular,1.2987759946879252e-08,4.1260491452049004e-10,0.9692094268485917
anxious,1991,plural,1.7138769641584465e-08,2.9750291753925596e-09,0.8520901395870834
anxious,1991,singular,1.2877441335490404e-08,4.0869829147955576e-10,0.9692387478263493
anxious,1992,plural,1.7084634405607957e-08,3.421343399066602e-09,0.8331538524202113
anxious,1992,singular,1.2657911290554176e-08,4.2455866005359454e-10,0.9675475149832948
anxious,1993,plural,1.7706589972021902e-08,3.797815046573711e-09,0.823393623618528
anxious,1993,singular,1.3132386987381648e-08,4.871034706540759e-10,0.9642348241914823
anxious,1994,plural,1.9383231781538212e-08,4.2837576977713564e-09,0.8189986224688038
anxious,1994,singular,1.3173851977553245e-08,5.05138159475774e-10,0.9630719699030731
anxious,1995,plural,2.0608601301676443e-08,5.125049432460774e-09,0.8008425044153532
anxious,1995,singular,1.4567763376557456e-08,5.199453229076666e-10,0.9655384834593141
anxious,1996,plural,2.108468168314305e-08,5.260557227921531e-09,0.8003222804059607
anxious,1996,singular,1.4792200734145161e-08,5.080437241535204e-10,0.9667950583705894
anxious,1997,plural,2.141427175266537e-08,5.718235599313662e-09,0.789247800612995
anxious,1997,singular,1.47201182037244e-08,5.985971301969427e-10,0.9609238035208196
anxious,1998,plural,2.296145343702197e-08,6.4743340847225485e-09,0.7800522890736356
anxious,1998,singular,1.5090846286877228e-08,6.177508742639352e-10,0.9606743448872644
anxious,1999,plural,2.379730038423337e-08,7.016703979750056e-09,0.7722884732257829
anxious,1999,singular,1.5432867047796402e-08,5.81971367922104e-10,0.9636604908013995
anxious,2000,plural,2.6185923017253898e-08,8.415031909387544e-09,0.7567976974268914
anxious,2000,singular,1.8443111419027703e-08,7.15066799423474e-10,0.9626756369384436
anxious,2001,plural,2.666366327730429e-08,9.321777001097026e-09,0.7409569834638924
anxious,2001,singular,1.9460522717094723e-08,7.449469691905058e-10,0.9631314203155519
anxious,2002,plural,2.7547424912605882e-08,9.99415432951472e-09,0.7337843923651044
anxious,2002,singular,1.8706117670725623e-08,8.572193589882562e-10,0.9561823548975176
anxious,2003,plural,2.8835342748477292e-08,1.0959022197657272e-08,0.7246086923992544
anxious,2003,singular,1.9173084199662427e-08,8.761677891147965e-10,0.9562992280407647
anxious,2004,plural,3.1836849347298216e-08,1.2120514496822517e-08,0.7242665747699601
anxious,2004,singular,2.0155739172927108e-08,8.282390567033408e-10,0.9605299315677985
anxious,2005,plural,3.323488405117457e-08,1.3407304346100905e-08,0.7125498436757726
anxious,2005,singular,2.132067627209316e-08,9.103909927508725e-10,0.9590487050439295
anxious,2006,plural,3.6046169731613586e-08,1.447065882993164e-08,0.7135477574111393
anxious,2006,singular,2.2828559106561186e-08,9.58813322388912e-10,0.9596923399062773
anxious,2007,plural,3.8879699967456615e-08,1.5030186365346972e-08,0.7211979585235878
anxious,2007,singular,2.1814735161131338e-08,9.180223327552385e-10,0.9596167630344837
anxious,2008,plural,4.0964879996100285e-08,1.814615378594096e-08,0.6930157937543293
anxious,2008,singular,2.3091076733245637e-08,1.0599973914488763e-09,0.956109720587333
anxious,2009,plural,4.2705071225311396e-08,1.9123407492470183e-08,0.690702280097175
anxious,2009,singular,2.4321957019830213e-08,1.1305359822902768e-09,0.9555825049359177
anxious,2010,plural,4.563938357396832e-08,2.0005045746935527e-08,0.6952514333068455
anxious,2010,singular,2.6290635192692336e-08,1.1521555297124208e-09,0.9580160945959558
anxious,2011,plural,4.6689271877247465e-08,2.1389304295991807e-08,0.6858144588458704
anxious,2011,singular,2.743593009922409e-08,1.2558942378123763e-09,0.9562281497663004
anxious,2012,plural,4.687223104886991e-08,2.2203040929623186e-08,0.6785674483259913
anxious,2012,singular,2.863834579004885e-08,1.5008720853439327e-09,0.9502020227748073
anxious,2013,plural,4.94985096720159e-08,2.381326754833221e-08,0.6751781439323409
anxious,2013,singular,2.9289464060460498e-08,1.601483961317334e-09,0.9481568529334774
anxious,2014,plural,4.825482388274135e-08,2.393573466414572e-08,0.6684367714290548
anxious,2014,singular,2.954709010793977e-08,1.7567242422649491e-09,0.943881463689633
anxious,2015,plural,4.8596604581721953e-08,2.2346531482396263e-08,0.6850078425881888
anxious,2015,singular,2.939216920643568e-08,1.7848681421739343e-09,0.9427505531646183
anxious,2016,plural,4.8281226128210626e-08,2.2705307856085714e-08,0.6801462674440678
anxious,2016,singular,3.1444644729309145e-08,1.876015438233886e-09,0.9436981311654421
anxious,2017,plural,4.804790343371224e-08,2.3408868917348023e-08,0.6724051738253374
anxious,2017,singular,3.146994279982588e-08,2.0310696828100086e-09,0.9393728865996888
anxious,2018,plural,4.808275804180084e-08,2.332661495074717e-08,0.6733395915241905
anxious,2018,singular,3.2047492837250505e-08,2.157811307412771e-09,0.9369158859606448
anxious,2019,plural,4.99342860393881e-08,2.330845472187093e-08,0.6817643021054219
anxious,2019,singular,3.218159649875929e-08,2.033786861144193e-09,0.9405592847009407
autistic,1980,plural,5.238703312418888e-09,1.368289976361974e-09,0.7929027748998283
autistic,1980,singular,3.277143508942767e-09,2.7308101811586635e-10,0.9230806344684588
autistic,1981,plural,5.8291659753097394e-09,1.5895541420816807e-09,0.7857374160328073
autistic,1981,singular,3.418442322861941e-09,3.264896091576779e-10,0.9128182794549208
autistic,1982,plural,6.014558533757557e-09,1.922373419179938e-09,0.7577938893039825
autistic,1982,singular,3.5227992586531596e-09,3.7837007336806646e-10,0.9030111125240416
autistic,1983,plural,6.1163605291625345e-09,2.09835652028748e-09,0.7445613150573497
autistic,1983,singular,3.758436228906703e-09,4.5979763647301694e-10,0.8909975949302597
autistic,1984,plural,6.885448433635588e-09,2.2216313709323893e-09,0.756054474254409
autistic,1984,singular,4.150702099486076e-09,6.120492446193282e-10,0.8714925049831065
autistic,1985,plural,6.927715195154909e-09,2.6453187418340463e-09,0.7236697624550479
autistic,1985,singular,3.974941106424776e-09,8.524526838384258e-10,0.8234134771524517
autistic,1986,plural,7.804619109716021e-09,4.085549850810618e-09,0.6563926160869575
autistic,1986,singular,4.3038230757019855e-09,1.596951190333381e-09,0.7293658224607283
autistic,1987,plural,6.680993092089693e-09,6.1310801673692646e-09,0.5214607313579961
autistic,1987,singular,3.879701322111779e-09,2.2977772303914688e-09,0.6280396263843993
autistic,1988,plural,7.922279784570004e-09,7.212921054084681e-09,0.5234340706161509
autistic,1988,singular,4.493399493757774e-09,2.431516698304341e-09,0.648874205713632
autistic,1989,plural,9.275597242667085e-09,8.934115954975904e-09,0.5093763499728096
autistic,1989,singular,5.0383595391017315e-09,2.898493159772134e-09,0.634805725929197
autistic,1990,plural,9.749275735921564e-09,1.2796646694671462e-08,0.43241857883324264
autistic,1990,singular,4.8552970215760234e-09,4.015408862554994e-09,0.5473405482039215
autistic,1991,plural,9.894444438377344e-09,1.6462503741162697e-08,0.37540174875246174
autistic,1991,singular,4.806044229255235e-09,4.414283621174369e-09,0.5212443968607154
autistic,1992,plural,1.2462792702600772e-08,2.0846407647720104e-08,0.3741546651233468
autistic,1992,singular,6.007637688907965e-09,5.276505216882705e-09,0.5323964557223955
autistic,1993,plural,1.5828185873090206e-08,2.781770864450956e-08,0.3626500510078365
autistic,1993,singular,7.258756072405146e-09,6.7102645503628165e-09,0.519632425810452
autistic,1994,plural,1.749802436279424e-08,3.3049687811878166e-08,0.34616847350733027
autistic,1994,singular,7.986823900653561e-09,7.203181686042472e-09,0.5257946651216979
autistic,1995,plural,1.8254523226346464e-08,3.7756873437290647e-08,0.3259073030435143
autistic,1995,singular,8.958762874401925e-09,8.063523150779263e-09,0.5262961074176032
autistic,1996,plural,1.9151319006839784e-08,4.2866470246443514e-08,0.3088036390433877
autistic,1996,singular,9.769916367982238e-09,9.265122891122246e-09,0.5132595859138707
autistic,1997,plural,1.9535498298393705e-08,4.7754017629131347e-08,0.2903200896768917
autistic,1997,singular,1.01331631974233e-08,1.0339026777574288e-08,0.49497211630992083
autistic,1998,plural,2.0818698638030197e-08,5.69539158691766e-08,0.26768675284924404
autistic,1998,singular,1.1050629237071722e-08,1.3020869652332782e-08,0.45907524445583453
autistic,1999,plural,2.173526019484078e-08,6.150907998809479e-08,0.26110195776765055
autistic,1999,singular,1.1265371492795242e-08,1.5101538622782788e-08,0.4272541395034174
autistic,2000,plural,2.217355239102809e-08,6.3277170170295e-08,0.25948934925758416
autistic,2000,singular,1.1382535549029984e-08,1.452277187397044e-08,0.4393900972942643
autistic,2001,plural,2.6201657986137305e-08,7.172859893346737e-08,0.2675542657633117
autistic,2001,singular,1.2814047347019044e-08,1.6245618755001652e-08,0.44095645497206887
autistic,2002,plural,3.306863557587089e-08,8.619397157921023e-08,0.27727580643001243
autistic,2002,singular,1.4835759795265145e-08,1.8805797300355413e-08,0.4409950393525767
autistic,2003,plural,4.068210124330562e-08,9.28202682968861e-08,0.3047294320199913
autistic,2003,singular,1.759558454494936e-08,2.0092534620224408e-08,0.46687351172485164
autistic,2004,plural,4.3054074844966246e-08,9.7240282619688e-08,0.3068838663437572
autistic,2004,singular,1.9070275390577407e-08,2.1171194067700783e-08,0.47389609890735246
autistic,2005,plural,4.558712924611947e-08,1.007603499049635e-07,0.31149924488318137
autistic,2005,singular,2.0833255755446445e-08,2.1601986231546888e-08,0.4909423106820498
autistic,2006,plural,4.6486981882968137e-08,1.045824709373327e-07,0.307719270938679
autistic,2006,singular,2.128608172264584e-08,2.1030510412499223e-08,0.5030197529769223
autistic,2007,plural,4.771383694495464e-08,1.084338186225458e-07,0.3055687052843943
autistic,2007,singular,2.1947379025277772e-08,2.2390469922584092e-08,0.4950032431904019
autistic,2008,plural,4.7057425384926846e-08,1.1108848545810753e-07,0.29755701639123044
autistic,2008,singular,2.186944796684592e-08,2.2985209672096322e-08,0.48756247663027846
autistic,2009,plural,4.3427238693993786e-08,1.0824055911890745e-07,0.2863313064488878
autistic,2009,singular,2.021388593017751e-08,2.2530537689492905e-08,0.47290112296368286
autistic,2010,plural,3.957165871172817e-08,1.1225917769966797e-07,0.2606299197648232
autistic,2010,singular,1.8104979610760504e-08,2.3928375725290607e-08,0.4307288691567349
autistic,2011,plural,4.1879284801942576e-08,1.1281240018336445e-07,0.2707274460545204
autistic,2011,singular,1.8005805354651524e-08,2.345111279769948e-08,0.43432570864244097
autistic,2012,plural,4.733771825320738e-08,1.1153181134204718e-07,0.2979659999863269
autistic,2012,singular,1.7645251862826886e-08,2.2841517122174082e-08,0.43582761245689616
autistic,2013,plural,5.4025761642151344e-08,1.20543118344228e-07,0.309481057828673
autistic,2013,singular,1.8838506373900343e-08,2.485753317468412e-08,0.43112617455763486
autistic,2014,plural,5.7471021973144945e-08,1.2241908210951025e-07,0.3194785075377931
autistic,2014,singular,1.950878316035544e-08,2.5275579470677e-08,0.43561596088982213
autistic,2015,plural,6.377884227098159e-08,1.189120756147791e-07,0.34910789769452816
autistic,2015,singular,2.0829492289716918e-08,2.591273151608675e-08,0.44562476052178457
autistic,2016,plural,8.330747038241628e-08,1.177191220693073e-07,0.41441019999591605
autistic,2016,singular,2.437487697396331e-08,2.7384756557629386e-08,0.4709244504037212
autistic,2017,plural,8.95166139732358e-08,1.1655290066414636e-07,0.43440008159749893
autistic,2017,singular,2.5668197641455965e-08,2.6809678625265104e-08,0.48912416941181547
autistic,2018,plural,9.7962502820792e-08,1.2011193746275238e-07,0.4492158856096081
autistic,2018,singular,2.7480623288056452e-08,2.8148513209202973e-08,0.49399694150223394
autistic,2019,plural,1.0360687596744357e-07,1.2284390571437598e-07,0.45752492085904595
autistic,2019,singular,2.8835452248188176e-08,2.96442044245282e-08,0.49308518361465226
bipolar,1980,plural,7.657314613734072e-11,1.212446948395396e-10,0.3870891814368255
bipolar,1980,singular,6.838096111175648e-11,1.293654211531603e-10,0.3458013255592606
bipolar,1981,plural,6.106522381009251e-11,1.8176538201162907e-10,0.2514725176567102
bipolar,1981,singular,7.563850984041284e-11,1.7514421460759367e-10,0.3016097301235539
bipolar,1982,plural,4.5643117757565577e-11,2.3364584622201766e-10,0.16342614153884794
bipolar,1982,singular,6.792745681414936e-11,2.1010767530566758e-10,0.2443124949579271
bipolar,1983,plural,7.319698319685486e-11,3.144394853620598e-10,0.1888289393125819
bipolar,1983,singular,6.792745681414936e-11,2.47120203268812e-10,0.21561009783809237
bipolar,1984,plural,4.265264827837559e-11,3.852421506800319e-10,0.09968022135861843
bipolar,1984,singular,3.73831218956701e-11,2.604697548916742e-10,0.12550868166487522
bipolar,1985,plural,4.9535168130031086e-11,4.8374164297276e-10,0.0928882844682384
bipolar,1985,singular,2.9621353980768816e-11,2.9201086588453203e-10,0.09209697334792578
bipolar,1986,plural,4.9535168130031086e-11,5.190972463383784e-10,0.0871128111406372
