target,Year,number,IF,PF,IF_proportion
diabetic,1981,plural,2.090168355855277e-09,1.9619042517555437e-08,0.09628025486708501
diabetic,1981,singular,6.508857135807082e-09,8.879618310483498e-09,0.4229695890619271
diabetic,1982,plural,2.257963625597524e-09,2.279823035118105e-08,0.0901159859989169
diabetic,1982,singular,7.090064852682027e-09,1.0402324779335004e-08,0.4053228290607473
diabetic,1983,plural,2.2377975028575747e-09,2.5439348532480773e-08,0.08085362197389649
diabetic,1983,singular,7.510719348045671e-09,1.1344814357780057e-08,0.3983297139833868
diabetic,1984,plural,2.120945514454726e-09,3.1635924610132604e-08,0.06283004042219847
diabetic,1984,singular,7.284651485203344e-09,1.318813667795991e-08,0.3558211723360005
diabetic,1985,plural,2.5258320038698147e-09,3.5428188636745165e-08,0.06654978738054688
diabetic,1985,singular,7.466903476479762e-09,1.4711589787655806e-08,0.33667316293998895
diabetic,1986,plural,3.296853298298937e-09,3.997402434460387e-08,0.07619104298060568
diabetic,1986,singular,6.328529636842209e-09,1.4146310916325028e-08,0.3090881035390165
diabetic,1987,plural,3.531112259734316e-09,4.6104880928916314e-08,0.07114015521586686
diabetic,1987,singular,6.608306663784853e-09,1.5057067846514982e-08,0.3050169596949837
diabetic,1988,plural,3.919980784417021e-09,5.487703802486976e-08,0.06666972006066868
diabetic,1988,singular,6.555050787885161e-09,1.7583346715152207e-08,0.2715611418305764
diabetic,1989,plural,4.471130418285238e-09,6.26094249461013e-08,0.06665315148328345
diabetic,1989,singular,6.3291067624910676e-09,1.8983935058867833e-08,0.2500334336409395
diabetic,1990,plural,4.6921460685110474e-09,7.187428963106869e-08,0.06128202293393164
diabetic,1990,singular,6.181927033769138e-09,2.0463721637854962e-08,0.23200512436210619
diabetic,1991,plural,5.085987123517757e-09,7.957898873200976e-08,0.06007191370604647
diabetic,1991,singular,6.425550123724731e-09,2.1126568684946637e-08,0.23321437339702686
diabetic,1992,plural,5.62715988091814e-09,8.97843638166965e-08,0.0589777802810503
diabetic,1992,singular,6.360798491097544e-09,2.240620819041591e-08,0.2211143676337095
diabetic,1993,plural,5.1483134580873215e-09,9.862869124585165e-08,0.04960938574759145
diabetic,1993,singular,6.034401486435367e-09,2.4901967218430143e-08,0.19505849390417654
diabetic,1994,plural,5.215360587840223e-09,1.1305231899833807e-07,0.04409793619092643
diabetic,1994,singular,5.795438478323993e-09,2.747042796410629e-08,0.1742157682365961
diabetic,1995,plural,5.126780016390902e-09,1.225486353665214e-07,0.04015479410045495
diabetic,1995,singular,5.763069133024601e-09,2.7761812404492048e-08,0.17190423556233392
diabetic,1996,plural,4.685861984147063e-09,1.4189370745043561e-07,0.031968043037800896
diabetic,1996,singular,5.93722258658756e-09,2.9387819669831772e-08,0.16807404060524903
diabetic,1997,plural,5.176140976154946e-09,1.5897007951285298e-07,0.03153372012303852
diabetic,1997,singular,5.778811651424576e-09,3.121684269810235e-08,0.15620244466627392
diabetic,1998,plural,5.371816642301448e-09,1.717646256338412e-07,0.030325869557248877
diabetic,1998,singular,5.531594610934982e-09,3.17973898639983e-08,0.14818497445730122
diabetic,1999,plural,4.949466677775913e-09,1.8984017304189494e-07,0.025409291196897728
diabetic,1999,singular,5.567233911969132e-09,3.322101933227779e-08,0.14352886367201556
diabetic,2000,plural,5.468093406640102e-09,2.1310875654632714e-07,0.025016800305323782
diabetic,2000,singular,6.003377794883136e-09,3.436432218149678e-08,0.14871736062237512
diabetic,2001,plural,5.893465778886561e-09,2.2429880581447445e-07,0.025602361617498088
diabetic,2001,singular,6.039626005665306e-09,3.5412767067961274e-08,0.14570029756636466
diabetic,2002,plural,6.145842311257508e-09,2.3587009577243283e-07,0.02539437013909491
diabetic,2002,singular,5.933639484518543e-09,3.6899131876972594e-08,0.13853036579027408
diabetic,2003,plural,6.509997810663241e-09,2.342433609620847e-07,0.027040112104139584
diabetic,2003,singular,5.60787885969408e-09,3.4763406121994326e-08,0.1389076137219239
diabetic,2004,plural,6.426925912096846e-09,2.4461354338914785e-07,0.02560115478586297
diabetic,2004,singular,5.701401763401139e-09,3.631456506931434e-08,0.13569607444952989
diabetic,2005,plural,6.6641693433463655e-09,2.6033148969872855e-07,0.024959841546697892
diabetic,2005,singular,5.914834653810073e-09,3.978215826602341e-08,0.1294359710755258
diabetic,2006,plural,6.895511019320923e-09,2.710232454968978e-07,0.02481124737947838
diabetic,2006,singular,5.819434965660873e-09,4.131635960342399e-08,0.1234610558464562
diabetic,2007,plural,6.874453514374831e-09,2.622212694599772e-07,0.025546498615401803
diabetic,2007,singular,6.0167673383253785e-09,4.070815836801753e-08,0.12876997121706718
diabetic,2008,plural,6.890739597967663e-09,2.6791525442604325e-07,0.025074924666183194
diabetic,2008,singular,6.037483275227779e-09,4.182048104642685e-08,0.12615420151700762
diabetic,2009,plural,7.400029858725278e-09,2.7283296333280305e-07,0.026406704558401682
diabetic,2009,singular,6.228923599138625e-09,4.0802199206625896e-08,0.13244258753642082
diabetic,2010,plural,7.477836318413113e-09,2.7586303831737625e-07,0.0263916610267588
diabetic,2010,singular,6.755148504059402e-09,4.2401222088983566e-08,0.13742162862234278
diabetic,2011,plural,7.310677396787923e-09,2.6121756897217505e-07,0.027224984692086774
diabetic,2011,singular,6.70784297948249e-09,4.006187407209641e-08,0.1434227829962046
diabetic,2012,plural,7.203245745910993e-09,2.533136296278826e-07,0.027649823972345996
diabetic,2012,singular,6.723720627884891e-09,3.7571654739768496e-08,0.15179283552916623
diabetic,2013,plural,7.777279836013967e-09,2.430044097374256e-07,0.031012151841079482
diabetic,2013,singular,6.882744596481416e-09,3.6731583615993e-08,0.15780925394404763
diabetic,2014,plural,7.619376241052578e-09,2.422052846538593e-07,0.030498895560425277
diabetic,2014,singular,6.511598752264749e-09,3.772790968525897e-08,0.14718967235950672
diabetic,2015,plural,7.496580435782465e-09,2.3191718209350907e-07,0.031312236842964615
diabetic,2015,singular,6.235497388270719e-09,3.5481450158921946e-08,0.14947156383426083
diabetic,2016,plural,7.279428552006298e-09,2.1802782563489537e-07,0.03230889559360442
diabetic,2016,singular,6.029883830344878e-09,3.3690696201103624e-08,0.1518075472606583
diabetic,2017,plural,7.346807902782378e-09,2.157166889560358e-07,0.03293594876006241
diabetic,2017,singular,5.652558643376437e-09,3.3564805157482176e-08,0.14413407979382545
diabetic,2018,plural,7.717329264522733e-09,2.220086798843113e-07,0.03359362439245117
diabetic,2018,singular,5.529898672307354e-09,3.4551833749674187e-08,0.1379655603228033
diabetic,2019,plural,7.763812592820331e-09,2.134525871611004e-07,0.0350960082591378
diabetic,2019,singular,5.269321090572987e-09,3.4209486798886246e-08,0.13347214296153775
disabled,1980,plural,1.0652110274479907e-06,2.784600835628989e-09,0.9973926851740919
disabled,1980,singular,5.443991588955604e-07,1.6658863122298584e-08,0.9703081277362641
disabled,1981,plural,1.107533470141269e-06,3.011061733282361e-09,0.9972886618709473
disabled,1981,singular,5.437254263337568e-07,1.7291176562001757e-08,0.9691788505496073
disabled,1982,plural,1.1616692095880611e-06,3.443119083496831e-09,0.997044817912602
disabled,1982,singular,5.523342240719233e-07,1.87897352042578e-08,0.9671004255747366
disabled,1983,plural,1.1897340885168108e-06,4.164926990592376e-09,0.9965114913937487
disabled,1983,singular,5.445056672215287e-07,2.163361197325488e-08,0.9617874739162697
disabled,1984,plural,1.201956186897795e-06,4.845538430815159e-09,0.995984809824915
disabled,1984,singular,5.385209565896989e-07,2.51099652182063e-08,0.9554496315822002
disabled,1985,plural,1.1567990928337428e-06,5.9862870692230425e-09,0.9948517695761512
disabled,1985,singular,5.193600876347253e-07,3.0467048027306634e-08,0.9445879512828662
disabled,1986,plural,1.148000673570745e-06,8.399953891188464e-09,0.9927361212959347
disabled,1986,singular,5.146117132426298e-07,4.3543283169609833e-08,0.9219871120934124
disabled,1987,plural,1.12462549038485e-06,1.1528941388862433e-08,0.9898526634527456
disabled,1987,singular,5.113784839392923e-07,5.7163468617346276e-08,0.8994560236754884
disabled,1988,plural,1.1083047216483725e-06,1.4892368671581835e-08,0.9867410904106424
disabled,1988,singular,4.965315797887473e-07,7.037228599055773e-08,0.8758655739737827
disabled,1989,plural,1.1221270597161492e-06,1.722780093186113e-08,0.984879336959108
disabled,1989,singular,4.940184185540732e-07,9.058010886591514e-08,0.8450558723340055
disabled,1990,plural,1.1436651285683702e-06,2.2606014108258624e-08,0.9806168451905813
disabled,1990,singular,4.875004963521081e-07,1.1968078102362968e-07,0.8028911867294478
disabled,1991,plural,1.1591919084302e-06,2.8127778455606344e-08,0.9763098525474786
disabled,1991,singular,4.851143395561459e-07,1.4386666572338165e-07,0.7712702537663354
disabled,1992,plural,1.1822676892084668e-06,3.318645897769963e-08,0.9726962477134788
disabled,1992,singular,4.901316888858023e-07,1.6789697698804673e-07,0.7448485367045783
disabled,1993,plural,1.2059460589495887e-06,3.875836242426902e-08,0.9688613925051468
disabled,1993,singular,4.872769636676821e-07,1.8300447471705388e-07,0.7269736796560211
disabled,1994,plural,1.237584488730395e-06,4.2343316852822006e-08,0.9669174177886325
disabled,1994,singular,4.787437879778216e-07,1.9837677738594147e-07,0.7070288696971279
disabled,1995,plural,1.297258417512889e-06,4.5400981006439774e-08,0.9661857794638703
disabled,1995,singular,4.924635683372409e-07,2.1521479810969272e-07,0.6958861421888174
disabled,1996,plural,1.363736324882276e-06,4.933678075604218e-08,0.9650854718279026
disabled,1996,singular,4.921619652772538e-07,2.2757936100705122e-07,0.6838039547042001
disabled,1997,plural,1.336483527276349e-06,5.1097675170451243e-08,0.9631750018807204
disabled,1997,singular,4.893363317088577e-07,2.2335395545778983e-07,0.6866044627242643
disabled,1998,plural,1.3600985734488598e-06,5.2518907191410694e-08,0.9628215649946464
disabled,1998,singular,4.940567472593622e-07,2.2263204778129519e-07,0.6893602225654089
disabled,1999,plural,1.380180931066986e-06,5.31179567632632e-08,0.962940069782881
disabled,1999,singular,4.827461777624973e-07,2.182633394655552e-07,0.6886442564594315
disabled,2000,plural,1.4229227320226658e-06,5.6922435527034e-08,0.9615348708261925
disabled,2000,singular,4.803557820715858e-07,2.1774696027218203e-07,0.6880875162570891
disabled,2001,plural,1.4228933845775567e-06,5.766149005889279e-08,0.9610541351443987
disabled,2001,singular,4.748664537146397e-07,2.1176984077442287e-07,0.6915836775974618
disabled,2002,plural,1.4110292210846507e-06,6.18495408539437e-08,0.9580077176396122
disabled,2002,singular,4.665544070446361e-07,2.071271646895769e-07,0.6925444106235779
disabled,2003,plural,1.4228398380769898e-06,6.611045400006788e-08,0.9555992873960587
disabled,2003,singular,4.519923168442931e-07,1.9629623716964163e-07,0.6972085409278685
disabled,2004,plural,1.403106222954063e-06,7.313841392837211e-08,0.9504564405511898
disabled,2004,singular,4.373439342738753e-07,1.926677291359218e-07,0.6941838694014794
disabled,2005,plural,1.3740838409960683e-06,8.028154750507253e-08,0.9447996025346765
disabled,2005,singular,4.178682218025642e-07,1.8702064988726112e-07,0.6908181673688296
disabled,2006,plural,1.346410889319876e-06,8.31559801334996e-08,0.9418313463256909
disabled,2006,singular,3.992615396392856e-07,1.8008794151163394e-07,0.6891549101694607
disabled,2007,plural,1.2706112296915047e-06,8.364747421702695e-08,0.9382337555035742
disabled,2007,singular,3.728930510403318e-07,1.7435145632000675e-07,0.6814011763023446
disabled,2008,plural,1.2016573529243551e-06,8.901535051921071e-08,0.9310318175307231
disabled,2008,singular,3.540477564456524e-07,1.6843762372177808e-07,0.6776223218574993
disabled,2009,plural,1.1314442645016245e-06,8.546331033341761e-08,0.9297700892814291
disabled,2009,singular,3.239919002291052e-07,1.5630171645852897e-07,0.6745704897423569
disabled,2010,plural,1.0514184428497434e-06,8.427630250805255e-08,0.9257931738677706
disabled,2010,singular,3.054281307868223e-07,1.464562958527641e-07,0.6758987758399239
disabled,2011,plural,1.0245568010499743e-06,7.998764114550537e-08,0.9275831391749926
disabled,2011,singular,2.844849181623691e-07,1.3646817035147967e-07,0.6758114524512152
disabled,2012,plural,1.0044279942381505e-06,7.98172352339017e-08,0.9263845179445551
disabled,2012,singular,2.706831208700221e-07,1.2977376392545435e-07,0.6759357402689352
disabled,2013,plural,1.0541644428485597e-06,9.10983435988198e-08,0.9204563837428019
disabled,2013,singular,2.651359908765828e-07,1.2937244494740495e-07,0.672066721013983
disabled,2014,plural,1.0509729447351544e-06,9.205152043786516e-08,0.9194667102563449
disabled,2014,singular,2.545824559417399e-07,1.227756575770757e-07,0.6746441823333053
disabled,2015,plural,1.0689393142066756e-06,9.16959648528908e-08,0.920995021858038
disabled,2015,singular,2.455516973246371e-07,1.1976315469500574e-07,0.6721645615203016
disabled,2016,plural,1.088327629921488e-06,9.942791682046197e-08,0.9162892422660572
disabled,2016,singular,2.4022398089787854e-07,1.235020488416743e-07,0.6604530917677013
disabled,2017,plural,1.0663938401952084e-06,1.0409040444396095e-07,0.9110706488184731
disabled,2017,singular,2.3262177961669295e-07,1.2577016879807465e-07,0.649070886345581
disabled,2018,plural,1.1065990975112072e-06,1.0985897347381979e-07,0.9096894697037429
disabled,2018,singular,2.3861251179369e-07,1.2820546810843325e-07,0.6504929552726889
disabled,2019,plural,1.123833129668128e-06,1.1122972676247401e-07,0.9099400275999443
disabled,2019,singular,2.319307341736021e-07,1.316768658554679e-07,0.6378599736503294
dyslexic,1980,plural,4.4786040798558014e-10,2.6489332205900263e-10,0.6283522472166739
dyslexic,1980,singular,1.968786685267533e-09,1.1319350318172994e-10,0.9456318058117351
dyslexic,1981,plural,4.5263589751320943e-10,2.9489481095141505e-10,0.6055080980457536
dyslexic,1981,singular,1.908552010876363e-09,1.1215809431990616e-10,0.9444957027574163
dyslexic,1982,plural,5.140872137709972e-10,3.076237875543341e-10,0.6256301947300571
dyslexic,1982,singular,1.838915420731319e-09,8.782959478751248e-11,0.9544155588414163
dyslexic,1983,plural,5.768391260683816e-10,3.266616778661659e-10,0.6384489350273668
dyslexic,1983,singular,1.991757857850678e-09,7.9159238192128e-11,0.9617757570578809
dyslexic,1984,plural,5.952378590023955e-10,3.2395840771875275e-10,0.6475633991918395
dyslexic,1984,singular,2.071150742973974e-09,9.985938217200411e-11,0.9540032628059303
dyslexic,1985,plural,4.0880396290354776e-10,4.124462557201066e-10,0.49778247071722975
dyslexic,1985,singular,1.8208642133770478e-09,1.8389071763340907e-10,0.9082727196282676
dyslexic,1986,plural,4.1150323228299005e-10,6.066986199141207e-10,0.40414700817429705
dyslexic,1986,singular,2.0195121051637602e-09,2.3103145735789022e-10,0.8973441522282608
dyslexic,1987,plural,5.471055830597037e-10,6.03041846617255e-10,0.47568300284196513
dyslexic,1987,singular,1.0954687871108808e-09,2.700069022532059e-10,0.8022616555121898
dyslexic,1988,plural,6.486340670924002e-10,8.698748943380962e-10,0.4271519520578666
dyslexic,1988,singular,1.0809150875955101e-09,2.8940435216935027e-10,0.7888051911319228
dyslexic,1989,plural,7.159650570822048e-10,1.0057697214754006e-09,0.4158393418073423
dyslexic,1989,singular,1.0469691026836002e-09,6.885250569093377e-10,0.6032685831274524
dyslexic,1990,plural,8.799758858099186e-10,1.2794228018301162e-09,0.40750968815843236
dyslexic,1990,singular,8.998350596391344e-10,8.675315029841153e-10,0.5091388955008496
dyslexic,1991,plural,1.2875421245046275e-09,1.841254601167971e-09,0.4115135105901916
dyslexic,1991,singular,1.060906541188495e-09,1.027856589524185e-09,0.5079113689767766
dyslexic,1992,plural,1.4617924965725543e-09,2.3273171247316164e-09,0.38578786117816805
dyslexic,1992,singular,1.2577292659735458e-09,1.2374627790721703e-09,0.5040611076292936
dyslexic,1993,plural,1.555062697658879e-09,2.6399418127733198e-09,0.37069392745388624
dyslexic,1993,singular,1.0737455567534834e-09,1.497820942672082e-09,0.4175453199414971
dyslexic,1994,plural,2.2131891398911664e-09,3.548536623273638e-09,0.3841191391024318
dyslexic,1994,singular,1.0567645687092104e-09,1.6591088265143532e-09,0.38910671262060814
dyslexic,1995,plural,2.2628061170846884e-09,4.0036232265957704e-09,0.3610997576102367
dyslexic,1995,singular,1.1302457501662288e-09,1.7330330107486904e-09,0.39473828591005755
dyslexic,1996,plural,2.465023502778203e-09,5.254931759576412e-09,0.31930541292105385
dyslexic,1996,singular,1.307692827039781e-09,1.510369408906444e-09,0.46403972572333735
dyslexic,1997,plural,3.7203083788231844e-09,6.3199220460116325e-09,0.37054013916063994
dyslexic,1997,singular,1.7623865303636623e-09,1.456268518472216e-09,0.547553715332459
dyslexic,1998,plural,4.974483364910449e-09,6.947801064630507e-09,0.4172424667695989
dyslexic,1998,singular,2.0955371168466084e-09,1.426746308398817e-09,0.59493710864582
dyslexic,1999,plural,7.629386693836743e-09,7.680102204992473e-09,0.4983436576004961
dyslexic,1999,singular,2.633546182716019e-09,1.358098237044406e-09,0.6597647249536527
dyslexic,2000,plural,8.284671123729278e-09,8.269728711342493e-09,0.5004513124165072
dyslexic,2000,singular,3.0409969463209207e-09,1.2190142228973855e-09,0.7138471768089121
dyslexic,2001,plural,8.441677087514928e-09,8.455456461981775e-09,0.49959225704092103
dyslexic,2001,singular,3.4561715394383033e-09,1.2644505759900375e-09,0.7321432334400476
dyslexic,2002,plural,9.69957802965382e-09,9.64417282541977e-09,0.5014321215324048
dyslexic,2002,singular,3.673301393217595e-09,1.5638794465771304e-09,0.7013890689635939
dyslexic,2003,plural,1.0657747573361576e-08,2.3549895874655895e-08,0.3115604145476222
dyslexic,2003,singular,3.789265123899099e-09,1.6556454699287062e-09,0.6959278868957924
dyslexic,2004,plural,1.0423023967730064e-08,2.3660949770893628e-08,0.3058042482857207
dyslexic,2004,singular,3.6902226988441294e-09,1.735292338394296e-09,0.6801608093454744
dyslexic,2005,plural,1.032168928105648e-08,2.7062628455658865e-08,0.2760967674667362
dyslexic,2005,singular,3.5222931555572202e-09,1.9155380297825833e-09,0.6477385993616712
dyslexic,2006,plural,8.797848671804331e-09,2.9741729967724954e-08,0.22828087338714576
dyslexic,2006,singular,3.211610564792165e-09,2.0417685478843086e-09,0.6113418612874342
dyslexic,2007,plural,9.632322748944131e-09,3.1164723627138564e-08,0.2361034340611258
dyslexic,2007,singular,3.212868955009591e-09,2.117482522656644e-09,0.6027499253044131
dyslexic,2008,plural,9.39643061771887e-09,3.290303788158358e-08,0.22214063086570046
dyslexic,2008,singular,3.261765968431973e-09,2.3771807379700606e-09,0.5784353245844318
dyslexic,2009,plural,1.0177786296290088e-08,3.320698573259863e-08,0.23459351796323796
dyslexic,2009,singular,3.806405857176287e-09,2.292767626548604e-09,0.6240855203304754
dyslexic,2010,plural,1.1823670233366914e-08,2.019414692609546e-08,0.3692840824994407
dyslexic,2010,singular,4.43672628794697e-09,2.368431768167462e-09,0.6519652080616369
dyslexic,2011,plural,1.1468234171831324e-08,2.0788235513943424e-08,0.35553283677813224
dyslexic,2011,singular,4.264957403116958e-09,2.3885966855224136e-09,0.641004393486358
dyslexic,2012,plural,1.054401829339976e-08,1.878397386840496e-08,0.3595206325488504
dyslexic,2012,singular,4.140773692183432e-09,2.291768457547099e-09,0.6437227453467826
dyslexic,2013,plural,1.0159270440774598e-08,1.8130907695836285e-08,0.35910945458584026
dyslexic,2013,singular,4.0990810745711315e-09,2.579595521317352e-09,0.6137564853933191
dyslexic,2014,plural,8.988030446894463e-09,1.7721812461957143e-08,0.33650630134989834
dyslexic,2014,singular,3.800919055686945e-09,2.685845704572135e-09,0.585949883518689
dyslexic,2015,plural,8.5481573565614e-09,1.6837080047642823e-08,0.3367373414891003
dyslexic,2015,singular,3.3473540606010484e-09,2.340961789494754e-09,0.5884613563687172
dyslexic,2016,plural,6.9448214163563605e-09,1.7125292422243936e-08,0.2885246602041085
dyslexic,2016,singular,2.7132278170226092e-09,2.755866122607285e-09,0.4961018857917477
dyslexic,2017,plural,4.6510742664670115e-09,1.7276171900467336e-08,0.21211392580070987
dyslexic,2017,singular,2.0286677708073833e-09,2.8139753305289612e-09,0.41891746477198893
dyslexic,2018,plural,4.3219441359099164e-09,1.778719802558726e-08,0.19548221746190286
dyslexic,2018,singular,2.0084464091851832e-09,3.051802610620768e-09,0.3969066346980296
dyslexic,2019,plural,4.203446146711087e-09,1.7655069628474962e-08,0.19230245044738448
dyslexic,2019,singular,1.9243880100550115e-09,3.3755499784238197e-09,0.36309632570009415
epileptic,1980,plural,8.214267202940765e-10,3.686004669743527e-08,0.021799219770095045
epileptic,1980,singular,2.379436346368534e-09,1.7670870227399453e-08,0.11867331492484877
epileptic,1981,plural,7.77196378682581e-10,2.827863860537556e-08,0.0267483752956678
epileptic,1981,singular,2.437923624880917e-09,1.3363489362713414e-08,0.15428516594021863
epileptic,1982,plural,7.132838050364196e-10,2.648953361423472e-08,0.026220953294753647
epileptic,1982,singular,2.2429231646573353e-09,9.847481179698596e-09,0.185512667796291
epileptic,1983,plural,7.170853038347095e-10,2.8858986311774973e-08,0.02424545467546967
epileptic,1983,singular,2.008545901028518e-09,1.0344797399649711e-08,0.16259128012076246
epileptic,1984,plural,6.050263980293482e-10,2.9333196950785482e-08,0.02020916174550817
epileptic,1984,singular,1.65838544484233e-09,9.688751134717677e-09,0.14615012635254937
epileptic,1985,plural,5.88472147995083e-10,3.107186102064523e-08,0.018587048495685668
epileptic,1985,singular,1.4640383112179171e-09,8.985048387850321e-09,0.14011160528972047
epileptic,1986,plural,5.440192245100204e-10,3.092109806297165e-08,0.017289597859737115
epileptic,1986,singular,1.3167577583850232e-09,8.219826597155588e-09,0.1380743575785608
epileptic,1987,plural,5.214641714466697e-10,3.315765871393848e-08,0.015483306178171159
epileptic,1987,singular,1.3232561157927591e-09,8.662252248825553e-09,0.13251765132774385
epileptic,1988,plural,4.6141392294275965e-10,3.563302389661008e-08,0.012783518758472131
epileptic,1988,singular,1.0500452333036696e-09,8.413226179218976e-09,0.11096006735198949
epileptic,1989,plural,3.936621901472799e-10,3.5576402268588936e-08,0.01094416137615982
epileptic,1989,singular,1.0392618035989391e-09,8.315645632401521e-09,0.11109268698902901
epileptic,1990,plural,2.852508982988309e-10,3.339319880930296e-08,0.008469834590825747
epileptic,1990,singular,9.611185498264214e-10,7.514854833650425e-09,0.11339329494592754
epileptic,1991,plural,2.8559793419091756e-10,3.3094947480906614e-08,0.008555819883690271
epileptic,1991,singular,9.448756380489191e-10,8.115844948467351e-09,0.10428261516584428
epileptic,1992,plural,3.1367244516086347e-10,3.1649332044025875e-08,0.009813609520562455
epileptic,1992,singular,9.481711527037362e-10,7.964073146991626e-09,0.10638971742910443
epileptic,1993,plural,3.7278955121257587e-10,3.1976540526557073e-08,0.011523872374369682
epileptic,1993,singular,8.688730687314969e-10,7.891757215970431e-09,0.09917928739085688
epileptic,1994,plural,3.592136132197459e-10,3.240121263356091e-08,0.010964863842546782
epileptic,1994,singular,7.824171310844007e-10,7.53241659521921e-09,0.09409895096389703
epileptic,1995,plural,3.820194279960784e-10,3.2389950531199115e-08,0.011656895464988395
epileptic,1995,singular,8.158225523707024e-10,7.508803293429115e-09,0.09800110749509841
epileptic,1996,plural,3.920585760803468e-10,3.3062249826798507e-08,0.011719225259686099
epileptic,1996,singular,8.409204205988324e-10,7.702786852803456e-09,0.09842570604177076
epileptic,1997,plural,4.4339259644817926e-10,3.583151756255834e-08,0.012223120457214735
epileptic,1997,singular,8.64337617351956e-10,7.834895399128072e-09,0.09935791071632806
epileptic,1998,plural,4.641189218660255e-10,4.1913230473612987e-08,0.010952051708914565
epileptic,1998,singular,8.257701268808505e-10,8.298305027259241e-09,0.09050452927343036
epileptic,1999,plural,4.3433394579319076e-10,4.3567827694752336e-08,0.009870741109068068
epileptic,1999,singular,9.618855315426546e-10,8.295814067439875e-09,0.10390113885833699
epileptic,2000,plural,4.115918201501907e-10,4.5335598640251976e-08,0.00899709503486244
epileptic,2000,singular,1.0961887905328434e-09,8.271544274914992e-09,0.11701750923882019
epileptic,2001,plural,3.9995264441586697e-10,4.3858507175238114e-08,0.009036750172636122
epileptic,2001,singular,1.051738846807077e-09,7.684573422039875e-09,0.12038704826949702
epileptic,2002,plural,4.085116352335407e-10,4.848003649320682e-08,0.00835597805359848
epileptic,2002,singular,1.0223909100278863e-09,7.985333791030565e-09,0.11350157159085363
epileptic,2003,plural,4.440484507872711e-10,4.979075234652035e-08,0.008839458776376203
epileptic,2003,singular,1.0497955758660892e-09,8.080912447131335e-09,0.1149741699353412
epileptic,2004,plural,3.962229849774346e-10,5.040508708832801e-08,0.00779946391944797
epileptic,2004,singular,1.110555663303663e-09,8.187885988267648e-09,0.11943460043285793
epileptic,2005,plural,3.8548202923356044e-10,4.832282028490097e-08,0.007914092894214842
epileptic,2005,singular,1.073078955059005e-09,7.678215333381137e-09,0.12261945715577964
epileptic,2006,plural,4.408812461934427e-10,5.04339396911746e-08,0.00866600094251361
epileptic,2006,singular,9.616999855196644e-10,7.819613591562661e-09,0.10951664316253676
epileptic,2007,plural,4.687249735172269e-10,4.9257067250404625e-08,0.009426194185232807
epileptic,2007,singular,7.957133523512587e-10,7.999423790039373e-09,0.09047196643655446
epileptic,2008,plural,5.248761346189821e-10,4.938020481404237e-08,0.010517488893744823
epileptic,2008,singular,8.045673096011643e-10,7.847508801514128e-09,0.09299124271081474
epileptic,2009,plural,4.97409962425215e-10,5.4997383155555985e-08,0.00896318257043914
epileptic,2009,singular,7.568042541856405e-10,7.632832905406822e-09,0.09020703038632999
epileptic,2010,plural,5.658568137865774e-10,5.8345975669941e-08,0.009605147046527136
epileptic,2010,singular,7.574587465189861e-10,7.484594404567296e-09,0.0919017061202954
epileptic,2011,plural,6.075585114371863e-10,5.655641948416295e-08,0.010628345555026794
epileptic,2011,singular,8.813896279491472e-10,7.103822165431341e-09,0.11037773959606105
epileptic,2012,plural,6.427924700450456e-10,5.6915922641564975e-08,0.011167595885325619
epileptic,2012,singular,9.162819035259315e-10,7.1518337918519145e-09,0.11356826527052179
epileptic,2013,plural,6.78090662985044e-10,5.7650130003139566e-08,0.011625430284707108
epileptic,2013,singular,9.934467494675047e-10,6.972203893594399e-09,0.12471633441931057
epileptic,2014,plural,6.501722017913738e-10,5.9766391708698e-08,0.010761489229255763
epileptic,2014,singular,1.011000243839837e-09,6.954023198549716e-09,0.12692997718742824
epileptic,2015,plural,6.211928749166873e-10,5.9194246203121895e-08,0.010385159492121158
epileptic,2015,singular,1.0291860141897755e-09,7.089690612360755e-09,0.12676458351690043
epileptic,2016,plural,6.926980814344776e-10,5.112775193692545e-08,0.0133672725958392
epileptic,2016,singular,1.0910256349155083e-09,6.707906738004762e-09,0.13989422945938165
epileptic,2017,plural,6.308124670765617e-10,4.8912119095708334e-08,0.012732643127448848
epileptic,2017,singular,1.100075012564853e-09,6.512432815242164e-09,0.1445088842531619
epileptic,2018,plural,6.58202803371921e-10,5.174673169960898e-08,0.012559939433460815
epileptic,2018,singular,9.31174626295217e-10,6.885511449894466e-09,0.11912652206050046
epileptic,2019,plural,6.451262302142878e-10,4.8881441561121626e-08,0.01302586185524338
epileptic,2019,singular,9.952223767317747e-10,6.52301002102007e-09,0.13237451625323168
mentally ill,1980,plural,4.596766802121368e-08,3.3318960427987575e-09,0.9324153041501038
mentally ill,1980,singular,7.915098011933099e-08,6.203294009418261e-10,0.9922236527810268
mentally ill,1981,plural,5.212866785849915e-08,3.7436716405452634e-09,0.9329959748578401
mentally ill,1981,singular,7.652255514959248e-08,7.637369566136444e-10,0.9901180799880511
mentally ill,1982,plural,5.8535914908881236e-08,4.777660380412512e-09,0.9245397158732179
mentally ill,1982,singular,7.323094156471857e-08,9.632177297832658e-10,0.9870176070604165
mentally ill,1983,plural,6.557057982295841e-08,6.754425691376678e-09,0.9066100908898247
mentally ill,1983,singular,7.292337705117851e-08,1.2446432079427083e-09,0.9832186000975314
mentally ill,1984,plural,7.256089671971364e-08,1.0134053015404504e-08,0.8774525766341826
